ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
"GB00B04V1276"	"GBX"	94	134	78507	74926	27753190	28131154	27980000	0
"CA5503721063"	"SEK"	0	0	0	0	0	0	0	0
"SE0007491303"	"SEK"	0	0	0	0	0	0	0	0
"FI0009013403"	"EUR"	0	0	0	0	0	0	0	0
"DE0005493092"	"EUR"	0	0	0	0	0	0	0	0
"GB00B2NGPM57"	"GBX"	66	55	38548	33212	48769884	49427962	49060000	0
"GG00BFYT9H72"	"GBX"	122	200	301343	832841	10946625	11962398	11140000	0
"GB00BHJYC057"	"GBX"	1236	1389	70911	88620	434510764	444754278	440700000	0
"SE0000806994"	"SEK"	0	0	0	0	0	0	0	0
"DE000ZAL1111"	"EUR"	23	23	138	161	2450000	3400000	2450000	0
"IT0004764699"	"EUR"	0	0	0	0	0	0	0	0
"NO0010209331"	"NOK"	0	0	0	0	0	0	0	0
"GB0003753778"	"GBX"	117	150	24056	27533	155501080	158463400	158600000	0
"SE0008091904"	"SEK"	4	0	16000	0	6040000	0	6040000	0
"SE0003303627"	"SEK"	0	0	0	0	0	0	0	0
"FR0010411884"	"EUR"	0	0	0	0	0	0	0	0
"GB0004220025"	"GBX"	91	96	19711	29314	183562305	185916804	185200000	0
"AT0000938204"	"EUR"	0	0	0	0	0	0	0	0
"GB0001990497"	"GBX"	177	162	283062	249094	40169738	40789813	40500000	0
"DE0005168108"	"EUR"	0	0	0	0	0	0	0	0
"BMG850801025"	"NOK"	0	0	0	0	0	0	0	0
"ES0105229001"	"EUR"	0	0	0	0	0	0	0	0
"GB0007990962"	"GBX"	75	90	41678	57831	51683824	55437628	52300000	0
"ES0183746314"	"EUR"	0	23	0	115	0	8340000	0	0
"SE0000379190"	"SEK"	0	0	0	0	0	0	0	0
"GG00B4L0PD47"	"GBX"	10	0	2000	0	62636370	0	62740000	0
"GB0006027295"	"GBX"	106	121	94090	106387	27538941	27984584	27900000	0
"GB00BG11K365"	"GBX"	116	151	74782	87879	48584950	49298432	49180000	0
"SE0000872095"	"SEK"	0	0	0	0	0	0	0	0
"BE0974349814"	"EUR"	0	0	0	0	0	0	0	0
"GB00BDD85M81"	"GBX"	587	592	278816	290894	51512022	51884991	51760000	0
"PTSNC0AM0006"	"EUR"	0	0	0	0	0	0	0	0
"GB0008794710"	"GBX"	84	52	10119	7865	197201383	199618664	199000000	0
"PTJMT0AE0001"	"EUR"	0	0	0	0	0	0	0	0
"SE0006220018"	"SEK"	0	0	0	0	0	0	0	0
"GB00BKLXD974"	"GBX"	42	70	95525	119295	13884128	14157639	13980000	0
"IE00BKM4GZ66"	"GBX"	7	9	4470	5741	238370805	239371398	238950000	0
"GB00B63QSB39"	"GBX"	145	149	31537	37243	182431616	183762081	185500000	0
"NL0000235190"	"EUR"	20	23	340	851	9400000	11550000	9400000	0
"GB0009887422"	"GBX"	151	97	116371	94603	22083192	22476275	22420000	0
"GB00BYPHNG03"	"GBX"	77	88	125741	139802	24430423	24822186	24780000	0
"LU1296758029"	"EUR"	0	0	0	0	0	0	0	0
"AU000000S320"	"GBX"	243	187	409552	305805	21813362	22313156	22150000	0
"FR0012616852"	"EUR"	0	0	0	0	0	0	0	0
"FR0004024222"	"EUR"	0	0	0	0	0	0	0	0
"GB0001048619"	"GBX"	101	100	482174	352147	7352154	7495040	7460000	0
"GB00BK7YQK64"	"GBX"	104	104	1670694	1474843	1898594	1965893	1952000	0
"NO0010840515"	"NOK"	0	0	0	0	0	0	0	0
"SE0000107203"	"SEK"	0	0	0	0	0	0	0	0
"GB0003450359"	"GBX"	138	116	87975	69750	72890707	76288989	74200000	0
"NO0010844038"	"NOK"	0	0	0	0	0	0	0	0
"ES0117160111"	"EUR"	0	0	0	0	0	0	0	0
"BE0003853703"	"EUR"	0	0	0	0	0	0	0	0
"SE0000115420"	"SEK"	0	0	0	0	0	0	0	0
"SE0000170375"	"SEK"	0	0	0	0	0	0	0	0
"GB00B128J450"	"GBX"	62	145	196163	295434	6882882	6977945	6960000	0
"IT0005239360"	"EUR"	0	0	0	0	0	0	0	0
"GB00B0WMWD03"	"GBX"	143	197	138719	356940	37530911	38069728	38000000	0
"DE000SYM9999"	"EUR"	23	23	1173	552	8020000	12300000	8020000	0
"GB0004866223"	"GBX"	40	87	17258	20638	72108564	73476848	72400000	0
"IE00B010DT83"	"GBX"	99	87	145990	109127	18438281	18657885	18610000	0
"DE000NWRK013"	"EUR"	0	0	0	0	0	0	0	0
"FR0010361683"	"EUR"	13	1	5694	438	2185730	2191800	2192800	0
"GB00BNLPYF73"	"GBX"	149	211	258357	233656	23630790	24025199	24050000	0
"NL0015435975"	"EUR"	0	0	0	0	0	0	0	0
"SE0005992831"	"SEK"	0	0	0	0	0	0	0	0
"SE0000105199"	"SEK"	0	0	0	0	0	0	0	0
"GB00B188SR50"	"GBX"	113	177	540212	900455	16372137	16604656	16440000	0
"FR0000120321"	"EUR"	0	0	0	0	0	0	0	0
"GB00B635TG28"	"SEK"	0	0	0	0	0	0	0	0
"JE00B55Q3P39"	"GBX"	113	89	203934	112927	13644807	13941014	13900000	0
"CH0466642201"	"CHF"	277	278	19156	13645	10952284	11338183	11330000	0
"CH0100191136"	"CHF"	0	1	0	32897	0	3050	0	0
"SG9999003735"	"GBX"	52	53	5083	4392	277571807	282329234	280000000	0
"IE0032077012"	"EUR"	46	46	13800	13800	26968086	27026000	27016000	0
"GB0003452173"	"GBX"	37	68	77286	133579	12761681	13852738	12870000	0
"FR0011981968"	"EUR"	0	0	0	0	0	0	0	0
"JE00BJVNSS43"	"GBX"	174	205	12385	15483	905026241	909880527	909600000	0
"CH0008038389"	"CHF"	176	472	14709	56969	8323945	9011409	8385000	0
"GB00B45C9X44"	"GBX"	38	51	43139	51691	31930643	32420324	32350000	0
"GB00BJ1F4N75"	"GBX"	108	139	109957	123144	26396544	27336822	27470000	0
"CH0024608827"	"CHF"	860	899	2727	3596	85531008	86997408	86120000	0
"GB00BD7XPJ64"	"GBX"	72	104	176218	399244	8685118	9654267	8820000	0
"GB0031544546"	"GBX"	0	0	0	0	0	0	0	0
"GB0007958233"	"GBX"	95	125	123852	185835	11573480	11755415	11760000	0
"GB00BJFFLV09"	"GBX"	1115	1084	46057	45076	656694687	662183960	660400000	0
"CH0276837694"	"CHF"	172	182	49662	47972	1519540	1663569	1656000	0
"GB00BGP6Q951"	"GBX"	0	0	0	0	0	0	0	0
"NL0012015705"	"GBX"	77	62	15994	14043	123316802	124955220	125040000	0
"DE0007010803"	"EUR"	0	0	0	0	0	0	0	0
"GB00BYN59130"	"GBX"	69	79	73664	82900	27386148	27913270	28020000	0
"ES0137650018"	"EUR"	0	0	0	0	0	0	0	0
"GB00B15FWH70"	"GBX"	39	64	633991	792466	2065471	2140603	2110000	0
"FR0010451203"	"EUR"	0	0	0	0	0	0	0	0
"GB0007826091"	"GBX"	51	56	21862	23620	79441167	80817866	79600000	0
"DE000A288904"	"EUR"	0	0	0	0	0	0	0	0
"CH0102484968"	"CHF"	166	127	25381	19005	4377337	4544918	4445000	0
"CH0011339204"	"CHF"	90	163	49734	77424	661058	711412	673000	0
"DE000A2YN900"	"EUR"	0	0	0	0	0	0	0	0
"DE0006219934"	"EUR"	0	0	0	0	0	0	0	0
"IT0003365613"	"EUR"	0	0	0	0	0	0	0	0
"GB0007668071"	"GBX"	127	189	44614	56145	101351051	103008091	102300000	0
"FR0000052292"	"EUR"	0	0	0	0	0	0	0	0
"DE0008402215"	"EUR"	0	23	0	1173	0	17770000	0	0
"CH0432492467"	"CHF"	736	807	53144	67098	6794720	7060759	6842000	0
"SE0006422390"	"SEK"	0	0	0	0	0	0	0	0
"GB00BKY40Q38"	"GBX"	61	72	76446	83252	16730839	17010704	16800000	0
"DE000A13SX22"	"EUR"	0	0	0	0	0	0	0	0
"FI0009000459"	"EUR"	0	0	0	0	0	0	0	0
"GB00B0N8QD54"	"GBX"	127	125	54808	53268	81699467	82628313	82550000	0
"FR0000130395"	"EUR"	0	0	0	0	0	0	0	0
"SE0007640156"	"SEK"	0	0	0	0	0	0	0	0
"FI4000312251"	"EUR"	0	0	0	0	0	0	0	0
"GB00BJLP1Y77"	"GBX"	353	102	1668335	429369	16849874	17432292	17420000	0
"SE0005999760"	"SEK"	0	0	0	0	0	0	0	0
"GB00B1JQDM80"	"GBX"	50	33	257599	233044	4926310	5022915	5005000	0
"SE0012853455"	"SEK"	0	0	0	0	0	0	0	0
"FI4000369947"	"EUR"	0	0	0	0	0	0	0	0
"SE0000106205"	"SEK"	0	0	0	0	0	0	0	0
"BMG5361W1047"	"GBX"	148	114	113318	91230	39311058	39773661	39880000	0
"GB00BKDTK925"	"GBX"	68	40	48594	43973	29402054	29868804	30010000	0
"FR0000031684"	"EUR"	0	0	0	0	0	0	0	0
"SE0001662230"	"SEK"	0	0	0	0	0	0	0	0
"GB00BKZGVH64"	"GBX"	108	135	134109	164027	68134653	69454963	68800000	0
"GB00BZ6STL67"	"GBX"	113	50	347049	207966	7753101	7892047	7950000	0
"NO0003054108"	"NOK"	0	0	0	0	0	0	0	0
"DE0008051004"	"EUR"	0	0	0	0	0	0	0	0
"SE0006288015"	"SEK"	0	0	0	0	0	0	0	0
"GB00BYXJC278"	"GBX"	112	84	160797	167407	16135284	17863769	16460000	0
"LU1681037864"	"EUR"	0	3	0	117	0	24934000	0	0
"GB0003385308"	"GBX"	160	156	25118	24829	315031789	322042832	318500000	0
"GB00BMX64W89"	"GBX"	57	95	134003	152836	16981017	17266338	17460000	0
"GB00B012BV22"	"GBX"	49	48	34685	33667	44250463	44927172	44720000	0
"FR0013447729"	"EUR"	0	0	0	0	0	0	0	0
"SE0009414576"	"SEK"	0	0	0	0	0	0	0	0
"SE0007691613"	"SEK"	0	0	0	0	0	0	0	0
"GB00BYYTFB60"	"GBX"	451	359	492345	305790	116525672	117516599	117200000	0
"GB00BVG1CF25"	"GBX"	0	0	0	0	0	0	0	0
"DE000ENER6Y0"	"EUR"	23	46	966	575	1313000	1863400	1313000	0
"GB00B019KW72"	"GBX"	919	998	1499862	1636176	20533797	20844511	20740000	0
"SE0001634262"	"SEK"	0	0	0	0	0	0	0	0
"CH0012221716"	"CHF"	766	719	211821	190303	2530055	2604923	2580000	0
"GB00B67G5X01"	"GBX"	119	87	46517	34705	53703193	54599550	54900000	0
"GB0030517261"	"GBX"	75	40	21725	17556	91477967	94381445	93600000	0
"SE0012454072"	"SEK"	0	0	0	0	0	0	0	0
"SE0000114837"	"SEK"	0	0	0	0	0	0	0	0
"DE000A0TGJ55"	"EUR"	0	0	0	0	0	0	0	0
"GB00BH3VJ782"	"GBX"	11	6	7255	1344	18849893	18868928	19010000	0
"LU1834983550"	"EUR"	2	0	240	0	8066100	0	8108900	0
"GB0007323586"	"GBX"	130	120	9888	11194	365545428	373792388	375200000	0
"GB00B82YXW83"	"GBX"	73	69	61827	61054	30041937	30434352	30340000	0
"FR0013379484"	"EUR"	0	0	0	0	0	0	0	0
"IT0001233417"	"EUR"	0	0	0	0	0	0	0	0
"GB0009123323"	"GBX"	198	255	39666	28887	345760651	348201537	346800000	0
"IE00BJ5FQX74"	"EUR"	0	0	0	0	0	0	0	0
"GB0005405286"	"GBX"	1738	1651	1521404	1467644	53737365	54633182	54280000	0
"FI0009002158"	"EUR"	0	0	0	0	0	0	0	0
"FR0000130213"	"EUR"	0	0	0	0	0	0	0	0
"SE0015812417"	"SEK"	0	0	0	0	0	0	0	0
"NO0010310956"	"NOK"	0	0	0	0	0	0	0	0
"SE0009697220"	"SEK"	0	0	0	0	0	0	0	0
"DE0007314007"	"EUR"	0	0	0	0	0	0	0	0
"FI0009002943"	"EUR"	0	0	0	0	0	0	0	0
"SE0014781795"	"SEK"	0	0	0	0	0	0	0	0
"DE000A161408"	"EUR"	0	0	0	0	0	0	0	0
"FI0009000665"	"EUR"	0	0	0	0	0	0	0	0
"FR0010259150"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1V9NW54"	"GBX"	125	147	26031	34327	101624186	104028648	102800000	0
"FI0009003230"	"EUR"	0	0	0	0	0	0	0	0
"FR0000054900"	"EUR"	0	0	0	0	0	0	0	0
"DE0005493365"	"EUR"	0	0	0	0	0	0	0	0
"FI4000062781"	"EUR"	0	0	0	0	0	0	0	0
"IE00B0M63177"	"GBX"	10	7	6803	4751	318201738	318888712	318725000	0
"DE0007664005"	"EUR"	46	23	644	3611	12850000	22000000	13100000	0
"FR0011726835"	"EUR"	0	0	0	0	0	0	0	0
"FR0012757854"	"EUR"	0	0	0	0	0	0	0	0
"IE00B0M63177"	"EUR"	0	0	0	0	0	0	0	0
"DE0007297004"	"EUR"	0	0	0	0	0	0	0	0
"FR0010040865"	"EUR"	0	0	0	0	0	0	0	0
"BE0974320526"	"EUR"	0	0	0	0	0	0	0	0
"IE00B42Z5J44"	"EUR"	3	26	510	4420	5647333	5716461	5651000	0
"NL0012169213"	"EUR"	0	0	0	0	0	0	0	0
"FR0000064578"	"EUR"	0	0	0	0	0	0	0	0
"SE0012141687"	"SEK"	0	0	0	0	0	0	0	0
"BE0003739530"	"EUR"	0	0	0	0	0	0	0	0
"IE00B1XNH568"	"EUR"	23	21	397900	363300	1285913	1294628	1290600	0
"DE000KC01000"	"EUR"	0	0	0	0	0	0	0	0
"FR0010221234"	"EUR"	0	0	0	0	0	0	0	0
"GB00B0LCW083"	"GBX"	1135	1085	197348	184082	165525289	166742758	166650000	0
"DE0006070006"	"EUR"	0	0	0	0	0	0	0	0
"FR0000121147"	"EUR"	0	0	0	0	0	0	0	0
"SE0010714311"	"SEK"	0	0	0	0	0	0	0	0
"FR0000124570"	"EUR"	0	0	0	0	0	0	0	0
"NO0010284318"	"NOK"	0	0	0	0	0	0	0	0
"DE000A161N30"	"EUR"	0	0	0	0	0	0	0	0
"NL0006294274"	"EUR"	0	0	0	0	0	0	0	0
"SE0010714287"	"SEK"	0	0	0	0	0	0	0	0
"FR0000184798"	"EUR"	0	0	0	0	0	0	0	0
"IE0031442068"	"GBX"	6	8	3137	4180	312320449	312721608	312875000	0
"DE000EVNK013"	"EUR"	0	0	0	0	0	0	0	0
"FR0012435121"	"EUR"	0	0	0	0	0	0	0	0
"SE0009997018"	"SEK"	0	0	0	0	0	0	0	0
"FR0010112524"	"EUR"	0	0	0	0	0	0	0	0
"IE0031442068"	"EUR"	33	32	105600	102400	3628809	3630246	3633200	0
"DE000A0LD2U1"	"EUR"	0	0	0	0	0	0	0	0
"FR0011950732"	"EUR"	0	0	0	0	0	0	0	0
"FR0000120859"	"EUR"	0	0	0	0	0	0	0	0
"IE00B3ZW0K18"	"EUR"	25	48	2925	5616	8133880	8296375	8226000	0
"DK0010311471"	"DKK"	0	0	0	0	0	0	0	0
"FR0000053225"	"EUR"	0	0	0	0	0	0	0	0
"IE00B1FZS350"	"GBX"	19	11	7847	4543	199455263	200404545	200300000	0
"DK0010274844"	"DKK"	0	0	0	0	0	0	0	0
"SE0009778848"	"SEK"	0	0	0	0	0	0	0	0
"NO0003096208"	"NOK"	0	0	0	0	0	0	0	0
"ES0130960018"	"EUR"	0	0	0	0	0	0	0	0
"DK0060542181"	"DKK"	0	0	0	0	0	0	0	0
"FR0000121204"	"EUR"	0	0	0	0	0	0	0	0
"SE0009663826"	"SEK"	0	0	0	0	0	0	0	0
"FR0010241638"	"EUR"	0	0	0	0	0	0	0	0
"FR0010386334"	"EUR"	0	0	0	0	0	0	0	0
"DK0060636678"	"DKK"	0	0	0	0	0	0	0	0
"FR0000121667"	"EUR"	0	23	0	138	0	18800000	0	0
"IT0004810054"	"EUR"	0	0	0	0	0	0	0	0
"BE0003867844"	"EUR"	0	0	0	0	0	0	0	0
"DK0010218429"	"DKK"	0	0	0	0	0	0	0	0
"FR0000073298"	"EUR"	0	0	0	0	0	0	0	0
"FR0000035081"	"EUR"	0	0	0	0	0	0	0	0
"FR0000121329"	"EUR"	0	0	0	0	0	0	0	0
"GB00B17MMZ46"	"GBX"	85	54	280409	202800	7394164	7571529	7540000	0
"IT0000433307"	"EUR"	0	0	0	0	0	0	0	0
"NL0000009165"	"EUR"	0	0	0	0	0	0	0	0
"IT0005043507"	"EUR"	0	0	0	0	0	0	0	0
"IT0001250932"	"EUR"	0	0	0	0	0	0	0	0
"GB0008085614"	"GBX"	115	75	19453	10646	184489436	186900582	186400000	0
"IT0000072170"	"EUR"	0	0	0	0	0	0	0	0
"FI0009005987"	"EUR"	23	0	1426	0	2700000	0	2700000	0
"SE0016609499"	"SEK"	0	0	0	0	0	0	0	0
"SE0016278196"	"SEK"	0	0	0	0	0	0	0	0
"SE0015661236"	"SEK"	0	0	0	0	0	0	0	0
"SE0014990966"	"SEK"	0	0	0	0	0	0	0	0
"SE0014401378"	"SEK"	0	0	0	0	0	0	0	0
"GB00B10RZP78"	"GBX"	1796	1943	303226	285685	374501499	383173634	381250000	0
"DE000TUAG000"	"EUR"	0	0	0	0	0	0	0	0
"SE0012481364"	"SEK"	0	0	0	0	0	0	0	0
"JE00BN574F90"	"GBX"	504	471	38252	42322	180955850	187634887	187900000	0
"NL0012044747"	"EUR"	0	0	0	0	0	0	0	0
"FR0007052782"	"EUR"	0	0	0	0	0	0	0	0
"GB0008025412"	"GBX"	113	121	665103	688657	2976670	3035195	3025000	0
"GB00B60BD277"	"GBX"	43	38	98435	89463	13622365	13899446	13920000	0
"FR0011675362"	"EUR"	0	0	0	0	0	0	0	0
"NL0013267909"	"EUR"	0	0	0	0	0	0	0	0
"SE0002110064"	"SEK"	0	0	0	0	0	0	0	0
"US01609W1027"	"EUR"	0	0	0	0	0	0	0	0
"FR0004052561"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1YKG049"	"GBX"	64	65	198481	244024	7451633	7679536	7590000	0
"LU1829221024"	"EUR"	0	0	0	0	0	0	0	0
"FR0010481960"	"EUR"	0	0	0	0	0	0	0	0
"SE0005190238"	"SEK"	0	0	0	0	0	0	0	0
"FR0010282822"	"EUR"	0	0	0	0	0	0	0	0
"PTTD10AM0000"	"EUR"	0	0	0	0	0	0	0	0
"FR0010193052"	"EUR"	0	0	0	0	0	0	0	0
"ES0178165017"	"EUR"	0	0	0	0	0	0	0	0
"FR0004186856"	"EUR"	0	0	0	0	0	0	0	0
"FR0004177046"	"EUR"	0	0	0	0	0	0	0	0
"FR0004170017"	"EUR"	0	0	0	0	0	0	0	0
"GB0008782301"	"GBX"	1058	996	2698943	2797527	11743457	11896930	11885000	0
"FR0000074783"	"EUR"	0	0	0	0	0	0	0	0
"FR0000074072"	"EUR"	0	0	0	0	0	0	0	0
"FR0000066722"	"EUR"	0	0	0	0	0	0	0	0
"FR0000065484"	"EUR"	0	0	0	0	0	0	0	0
"FR0000064784"	"EUR"	0	0	0	0	0	0	0	0
"FR0000062234"	"EUR"	0	0	0	0	0	0	0	0
"FR0000038606"	"EUR"	0	0	0	0	0	0	0	0
"FR0000033904"	"EUR"	0	0	0	0	0	0	0	0
"FR0000033219"	"EUR"	0	0	0	0	0	0	0	0
"BE0974310428"	"EUR"	0	0	0	0	0	0	0	0
"AN8068571086"	"EUR"	0	0	0	0	0	0	0	0
"NO0010815673"	"NOK"	0	0	0	0	0	0	0	0
"NO0010808892"	"NOK"	0	0	0	0	0	0	0	0
"NO0010751910"	"NOK"	0	0	0	0	0	0	0	0
"CH0008742519"	"CHF"	855	715	8059	7070	52345678	53722130	53240000	0
"CH0126881561"	"CHF"	1083	944	63184	55427	7350054	7821719	7508000	0
"NO0010571698"	"NOK"	0	0	0	0	0	0	0	0
"CH0014852781"	"CHF"	889	937	5223	5105	46529389	46902199	46860000	0
"NO0010564701"	"NOK"	0	0	0	0	0	0	0	0
"NO0010379266"	"NOK"	0	0	0	0	0	0	0	0
"SE0000242455"	"SEK"	0	0	0	0	0	0	0	0
"CH0012255151"	"CHF"	267	297	6089	7629	22424312	25571958	22800000	0
"NO0010187032"	"NOK"	0	0	0	0	0	0	0	0
"NO0010070063"	"NOK"	0	0	0	0	0	0	0	0
"NO0010014632"	"NOK"	0	0	0	0	0	0	0	0
"SE0007100599"	"SEK"	0	0	0	0	0	0	0	0
"SE0000112724"	"SEK"	0	0	0	0	0	0	0	0
"NO0010000045"	"NOK"	0	0	0	0	0	0	0	0
"NO0006000900"	"NOK"	0	0	0	0	0	0	0	0
"NO0003572802"	"NOK"	0	0	0	0	0	0	0	0
"NO0003110603"	"NOK"	0	0	0	0	0	0	0	0
"NO0003094104"	"NOK"	0	0	0	0	0	0	0	0
"NO0003080608"	"NOK"	0	0	0	0	0	0	0	0
"NO0003079709"	"NOK"	0	0	0	0	0	0	0	0
"NO0003078107"	"NOK"	0	0	0	0	0	0	0	0
"LU0075646355"	"NOK"	0	0	0	0	0	0	0	0
"NO0003070609"	"NOK"	0	0	0	0	0	0	0	0
"NO0003021909"	"NOK"	0	0	0	0	0	0	0	0
"NL0013995087"	"EUR"	0	0	0	0	0	0	0	0
"NO0003053605"	"NOK"	0	0	0	0	0	0	0	0
"IT0005331019"	"EUR"	0	0	0	0	0	0	0	0
"FI0009005961"	"EUR"	0	0	0	0	0	0	0	0
"IT0005283640"	"EUR"	0	0	0	0	0	0	0	0
"IT0005119810"	"EUR"	0	0	0	0	0	0	0	0
"IT0005054967"	"EUR"	0	0	0	0	0	0	0	0
"IT0005037210"	"EUR"	0	0	0	0	0	0	0	0
"IT0004967292"	"EUR"	0	0	0	0	0	0	0	0
"NL0000226223"	"EUR"	0	0	0	0	0	0	0	0
"NL0000226223"	"EUR"	0	0	0	0	0	0	0	0
"IT0004729759"	"EUR"	0	0	0	0	0	0	0	0
"IT0004720733"	"EUR"	0	0	0	0	0	0	0	0
"IT0004604762"	"EUR"	0	0	0	0	0	0	0	0
"IT0004585243"	"EUR"	0	0	0	0	0	0	0	0
"IT0004552359"	"EUR"	0	0	0	0	0	0	0	0
"NO0010096985"	"NOK"	0	0	0	0	0	0	0	0
"IT0004195308"	"EUR"	0	0	0	0	0	0	0	0
"IT0004171440"	"EUR"	0	0	0	0	0	0	0	0
"GB0004082847"	"GBX"	1189	1121	636685	547563	62231843	63050622	62800000	0
"IT0004098510"	"EUR"	0	0	0	0	0	0	0	0
"IT0003850929"	"EUR"	0	0	0	0	0	0	0	0
"IT0003372205"	"EUR"	0	0	0	0	0	0	0	0
"IT0001479523"	"EUR"	0	0	0	0	0	0	0	0
"GB0007669376"	"GBX"	932	841	230999	215293	108361878	109563181	109350000	0
"IT0001469995"	"EUR"	0	0	0	0	0	0	0	0
"GB0007908733"	"GBX"	1256	1066	243340	203139	168800414	169921686	170300000	0
"IT0001402269"	"EUR"	0	0	0	0	0	0	0	0
"SE0000171100"	"SEK"	0	0	0	0	0	0	0	0
"IT0001384590"	"EUR"	0	0	0	0	0	0	0	0
"IT0001206769"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1QH8P22"	"GBX"	67	58	37169	27336	66157983	66901862	66700000	0
"IT0001044996"	"EUR"	0	0	0	0	0	0	0	0
"IT0000076502"	"EUR"	0	0	0	0	0	0	0	0
"IT0000076486"	"EUR"	0	0	0	0	0	0	0	0
"FI4000292438"	"EUR"	0	0	0	0	0	0	0	0
"FI4000266804"	"EUR"	0	0	0	0	0	0	0	0
"FI4000206750"	"EUR"	0	0	0	0	0	0	0	0
"FI4000198031"	"EUR"	0	0	0	0	0	0	0	0
"FI4000153580"	"EUR"	0	0	0	0	0	0	0	0
"FI4000058870"	"EUR"	0	0	0	0	0	0	0	0
"FI0009900682"	"EUR"	0	0	0	0	0	0	0	0
"FI0009010912"	"EUR"	0	0	0	0	0	0	0	0
"FI0009010854"	"EUR"	0	0	0	0	0	0	0	0
"PTSON0AM0001"	"EUR"	0	0	0	0	0	0	0	0
"BE0003470755"	"EUR"	0	0	0	0	0	0	0	0
"FI0009010227"	"EUR"	0	0	0	0	0	0	0	0
"FI0009008403"	"EUR"	0	0	0	0	0	0	0	0
"FI0009007900"	"EUR"	0	0	0	0	0	0	0	0
"FI0009007660"	"EUR"	0	0	0	0	0	0	0	0
"FI0009006407"	"EUR"	0	0	0	0	0	0	0	0
"FI0009000400"	"EUR"	0	0	0	0	0	0	0	0
"FI0009000251"	"EUR"	0	0	0	0	0	0	0	0
"DE000STRA555"	"EUR"	0	0	0	0	0	0	0	0
"DE000JST4000"	"EUR"	0	0	0	0	0	0	0	0
"FR0000121220"	"EUR"	0	0	0	0	0	0	0	0
"DE000A2GS633"	"EUR"	0	0	0	0	0	0	0	0
"DE000A1K0235"	"EUR"	0	0	0	0	0	0	0	0
"DE000A161077"	"EUR"	0	0	0	0	0	0	0	0
"FR0000130809"	"EUR"	0	0	0	0	0	0	0	0
"DE000A0Z23Q5"	"EUR"	0	0	0	0	0	0	0	0
"DE000A0Z1JH9"	"EUR"	0	0	0	0	0	0	0	0
"DE000A0XYHT5"	"EUR"	0	0	0	0	0	0	0	0
"DE000A0JQ5U3"	"EUR"	0	0	0	0	0	0	0	0
"DE000A0JBPG2"	"EUR"	0	0	0	0	0	0	0	0
"DE000A0ETBQ4"	"EUR"	0	0	0	0	0	0	0	0
"DE0007667107"	"EUR"	0	0	0	0	0	0	0	0
"DE0007568578"	"EUR"	0	0	0	0	0	0	0	0
"DE0007461006"	"EUR"	0	0	0	0	0	0	0	0
"DE0007448508"	"EUR"	0	0	0	0	0	0	0	0
"IT0003153415"	"EUR"	0	0	0	0	0	0	0	0
"DE0007276503"	"EUR"	0	0	0	0	0	0	0	0
"DE0007274136"	"EUR"	0	0	0	0	0	0	0	0
"DE0007165607"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1WY2338"	"GBX"	1051	971	243634	218764	141734567	142826771	142700000	0
"GB0009223206"	"GBX"	1027	1081	307247	419263	115520000	120836092	116300000	0
"DE0007074007"	"EUR"	0	0	0	0	0	0	0	0
"DE0006450000"	"EUR"	0	0	0	0	0	0	0	0
"DE0005677108"	"EUR"	0	0	0	0	0	0	0	0
"DE0005659700"	"EUR"	0	0	0	0	0	0	0	0
"DE0005654933"	"EUR"	0	0	0	0	0	0	0	0
"SE0000108227"	"SEK"	0	0	0	0	0	0	0	0
"DE0005313506"	"EUR"	0	0	0	0	0	0	0	0
"SE0000113250"	"SEK"	0	0	0	0	0	0	0	0
"DE0005220909"	"EUR"	0	0	0	0	0	0	0	0
"SE0000148884"	"SEK"	0	0	0	0	0	0	0	0
"DE0005194062"	"EUR"	0	0	0	0	0	0	0	0
"DE0005104400"	"EUR"	0	0	0	0	0	0	0	0
"DE0005102008"	"EUR"	0	0	0	0	0	0	0	0
"DK0061141215"	"DKK"	0	0	0	0	0	0	0	0
"DK0061686714"	"DKK"	0	0	0	0	0	0	0	0
"DK0060670776"	"DKK"	0	0	0	0	0	0	0	0
"DK0060055861"	"DKK"	0	0	0	0	0	0	0	0
"DK0060030286"	"DKK"	0	0	0	0	0	0	0	0
"DK0015202451"	"DKK"	0	0	0	0	0	0	0	0
"DK0010219070"	"DKK"	0	0	0	0	0	0	0	0
"LU1068091351"	"EUR"	0	0	0	0	0	0	0	0
"BE0974288202"	"EUR"	0	0	0	0	0	0	0	0
"DE0007236101"	"EUR"	23	0	2806	0	8950000	0	8950000	0
"BE0974273055"	"EUR"	0	0	0	0	0	0	0	0
"BE0003856730"	"EUR"	0	0	0	0	0	0	0	0
"BE0003823409"	"EUR"	0	0	0	0	0	0	0	0
"BE0003789063"	"EUR"	0	0	0	0	0	0	0	0
"CH0002497458"	"CHF"	665	590	2050	1903	215887609	221349921	220500000	0
"BE0003746600"	"EUR"	0	0	0	0	0	0	0	0
"BE0003656676"	"EUR"	0	0	0	0	0	0	0	0
